:START_ID(Ingredient),:END_ID(Effect),type,evidence_type,graph_score:float,paper_count:int
ISOSTEARYL NEOPENTANOATE,BARRIER_REPAIR,improves,cosing_function,0.0,0
RHODODENDRON CHRYSANTHUM LEAF EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
RHODODENDRON CHRYSANTHUM LEAF EXTRACT,SOOTHING,improves,cosing_function,0.0,0
RHODODENDRON CHRYSANTHUM LEAF EXTRACT,SOOTHING,reduces,cosing_function,0.0,0
RHODODENDRON CHRYSANTHUM LEAF EXTRACT,ANTI_INFLAMMATORY,reduces,cosing_function,0.0,0
ISOCETYL STEAROYL STEARATE,HYDRATING,improves,cosing_function,0.0,0
ISOCETYL STEAROYL STEARATE,BARRIER_REPAIR,improves,cosing_function,0.0,0
ISOCETYL STEARATE,HYDRATING,improves,cosing_function,0.0,0
ISOCETYL STEARATE,BARRIER_REPAIR,improves,cosing_function,0.0,0
ISOMERIZED LINOLEIC ACID,HYDRATING,improves,cosing_function,0.0,0
ISOMERIZED LINOLEIC ACID,BARRIER_REPAIR,improves,cosing_function,0.0,0
ISOMALT,HYDRATING,improves,cosing_function,0.0,0
ISOMALT,MOISTURE_RETENTION,improves,cosing_function,0.0,0
ISOLEUCINE,HYDRATING,improves,cosing_function,0.0,0
ISOLEUCINE,BARRIER_REPAIR,improves,cosing_function,0.0,0
ISODODECANE,HYDRATING,improves,cosing_function,0.0,0
ISODODECANE,BARRIER_REPAIR,improves,cosing_function,0.0,0
MORINDA CITRIFOLIA FRUIT JUICE,HYDRATING,improves,cosing_function,0.0,0
MORINDA CITRIFOLIA FRUIT JUICE,BARRIER_REPAIR,improves,cosing_function,0.0,0
ISODECYL NEOPENTANOATE,HYDRATING,improves,cosing_function,0.0,0
ISODECYL NEOPENTANOATE,BARRIER_REPAIR,improves,cosing_function,0.0,0
ISONONYL ISONONANOATE,HYDRATING,improves,cosing_function,0.0,0
ISONONYL ISONONANOATE,BARRIER_REPAIR,improves,cosing_function,0.0,0
INULIN,HYDRATING,improves,cosing_function,0.0,0
INULIN,BARRIER_REPAIR,improves,cosing_function,0.0,0
INOSITOL,HYDRATING,improves,cosing_function,0.0,0
INOSITOL,MOISTURE_RETENTION,improves,cosing_function,0.0,0
COIX LACRYMA-JOBI MA-YUEN SEED OIL,HYDRATING,improves,cosing_function,0.0,0
COIX LACRYMA-JOBI MA-YUEN SEED OIL,BARRIER_REPAIR,improves,cosing_function,0.0,0
COIX LACRYMA-JOBI MA-YUEN SEED WATER,HYDRATING,improves,cosing_function,0.0,0
COIX LACRYMA-JOBI MA-YUEN SEED WATER,BARRIER_REPAIR,improves,cosing_function,0.0,0
MYRISTICA FRAGRANS KERNEL OIL,HYDRATING,improves,cosing_function,0.0,0
MYRISTICA FRAGRANS KERNEL OIL,BARRIER_REPAIR,improves,cosing_function,0.0,0
BOSWELLIA CARTERII OIL,SEBUM_REGULATION,reduces,cosing_function,0.0,0
OLIBANUM,HYDRATING,improves,cosing_function,0.0,0
OLIBANUM,BARRIER_REPAIR,improves,cosing_function,0.0,0
YUCCA SCHIDIGERA ROOT EXTRACT,HYDRATING,improves,cosing_function,0.0,0
YUCCA SCHIDIGERA ROOT EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
GLYCOPROTEINS,HYDRATING,improves,cosing_function,0.0,0
GLYCOPROTEINS,BARRIER_REPAIR,improves,cosing_function,0.0,0
WHEY,HYDRATING,improves,cosing_function,0.0,0
WHEY,BARRIER_REPAIR,improves,cosing_function,0.0,0
BRASSICA NAPUS SPROUT EXTRACT,HYDRATING,improves,cosing_function,0.0,0
BRASSICA NAPUS SPROUT EXTRACT,MOISTURE_RETENTION,improves,cosing_function,0.0,0
BRASSICA NAPUS SPROUT EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
CAMELLIA OLEIFERA LEAF EXTRACT,SEBUM_REGULATION,reduces,cosing_function,0.0,0
CAMELLIA OLEIFERA LEAF EXTRACT,HYDRATING,improves,cosing_function,0.0,0
CAMELLIA OLEIFERA LEAF EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
CAMELLIA OLEIFERA SEED EXTRACT,SEBUM_REGULATION,reduces,cosing_function,0.0,0
CAMELLIA OLEIFERA SEED OIL,HYDRATING,improves,cosing_function,0.0,0
CAMELLIA OLEIFERA SEED OIL,BARRIER_REPAIR,improves,cosing_function,0.0,0
EUGENOL,SEBUM_REGULATION,reduces,cosing_function,0.0,0
CITRUS JUNOS FRUIT EXTRACT,HYDRATING,improves,cosing_function,0.0,0
CITRUS JUNOS FRUIT EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
CITRUS JUNOS PEEL EXTRACT,HYDRATING,improves,cosing_function,0.0,0
CITRUS JUNOS PEEL EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
UBIQUINONE,ANTIOXIDANT,improves,cosing_function,0.0,0
UBIQUINONE,ANTI_AGING,improves,cosing_function,0.0,0
UBIQUINONE,HYDRATING,improves,cosing_function,0.0,0
UBIQUINONE,BARRIER_REPAIR,improves,cosing_function,0.0,0
CASTANEA SATIVA SEED EXTRACT,HYDRATING,improves,cosing_function,0.0,0
CASTANEA SATIVA SEED EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
TILIA VULGARIS FLOWER EXTRACT,SOOTHING,reduces,cosing_function,0.0,0
TILIA VULGARIS FLOWER EXTRACT,ANTI_INFLAMMATORY,reduces,cosing_function,0.0,0
EUGLENA GRACILIS EXTRACT,HYDRATING,improves,cosing_function,0.0,0
EUGLENA GRACILIS EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
HAMAMELIS VIRGINIANA FLOWER WATER,SEBUM_REGULATION,reduces,cosing_function,0.0,0
HAMAMELIS VIRGINIANA FLOWER WATER,HYDRATING,improves,cosing_function,0.0,0
HAMAMELIS VIRGINIANA FLOWER WATER,BARRIER_REPAIR,improves,cosing_function,0.0,0
HAMAMELIS VIRGINIANA FLOWER WATER,SOOTHING,reduces,cosing_function,0.0,0
HAMAMELIS VIRGINIANA FLOWER WATER,ANTI_INFLAMMATORY,reduces,cosing_function,0.0,0
BAMBUSA TEXTILIS STEM EXTRACT,HYDRATING,improves,cosing_function,0.0,0
BAMBUSA TEXTILIS STEM EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
VACCINIUM VITIS-IDAEA LEAF EXTRACT,SEBUM_REGULATION,reduces,cosing_function,0.0,0
VACCINIUM VITIS-IDAEA LEAF EXTRACT,HYDRATING,improves,cosing_function,0.0,0
VACCINIUM VITIS-IDAEA LEAF EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
HEMEROCALLIS FULVA FLOWER EXTRACT,HYDRATING,improves,cosing_function,0.0,0
HEMEROCALLIS FULVA FLOWER EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
POLYGALA TENUIFOLIA ROOT EXTRACT,HYDRATING,improves,cosing_function,0.0,0
POLYGALA TENUIFOLIA ROOT EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
ULEX EUROPAEUS LEAF/ROOT/STEM EXTRACT,HYDRATING,improves,cosing_function,0.0,0
ULEX EUROPAEUS LEAF/ROOT/STEM EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
UNDECYLENOYL GLYCINE,ANTIMICROBIAL,reduces,cosing_function,0.0,0
UNDECYLENOYL GLYCINE,SEBUM_REGULATION,reduces,cosing_function,0.0,0
MILK LIPIDS,HYDRATING,improves,cosing_function,0.0,0
MILK LIPIDS,BARRIER_REPAIR,improves,cosing_function,0.0,0
GELIDIUM CARTILAGINEUM EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
GELIDIUM CARTILAGINEUM EXTRACT,SOOTHING,improves,cosing_function,0.0,0
URIC ACID,HYDRATING,improves,cosing_function,0.0,0
URIC ACID,BARRIER_REPAIR,improves,cosing_function,0.0,0
URSOLIC ACID,HYDRATING,improves,cosing_function,0.0,0
URSOLIC ACID,BARRIER_REPAIR,improves,cosing_function,0.0,0
UREA,MOISTURE_RETENTION,improves,cosing_function,0.0,0
UREA,BARRIER_REPAIR,improves,cosing_function,0.0,0
PHYLLOSTACHYS BAMBUSOIDES JUICE,HYDRATING,improves,cosing_function,0.0,0
PHYLLOSTACHYS BAMBUSOIDES JUICE,BARRIER_REPAIR,improves,cosing_function,0.0,0
OLEA EUROPAEA FRUIT PEEL EXTRACT,HYDRATING,improves,cosing_function,0.0,0
OLEA EUROPAEA FRUIT PEEL EXTRACT,MOISTURE_RETENTION,improves,cosing_function,0.0,0
OLEA EUROPAEA OIL UNSAPONIFIABLES,HYDRATING,improves,cosing_function,0.0,0
OLEA EUROPAEA OIL UNSAPONIFIABLES,BARRIER_REPAIR,improves,cosing_function,0.0,0
OLEA EUROPAEA HUSK OIL,HYDRATING,improves,cosing_function,0.0,0
OLEA EUROPAEA HUSK OIL,BARRIER_REPAIR,improves,cosing_function,0.0,0
OLIGOPEPTIDE-6,HYDRATING,improves,cosing_function,0.0,0
OLIGOPEPTIDE-6,BARRIER_REPAIR,improves,cosing_function,0.0,0
OLIGOPEPTIDE-2,HYDRATING,improves,cosing_function,0.0,0
OLIGOPEPTIDE-2,BARRIER_REPAIR,improves,cosing_function,0.0,0
OLEYL ALCOHOL,HYDRATING,improves,cosing_function,0.0,0
OLEYL ALCOHOL,BARRIER_REPAIR,improves,cosing_function,0.0,0
OLEIC ACID,HYDRATING,improves,cosing_function,0.0,0
OLEIC ACID,BARRIER_REPAIR,improves,cosing_function,0.0,0
OLEIC/LINOLEIC/LINOLENIC POLYGLYCERIDES,HYDRATING,improves,cosing_function,0.0,0
OLEIC/LINOLEIC/LINOLENIC POLYGLYCERIDES,BARRIER_REPAIR,improves,cosing_function,0.0,0
OLEANOLIC ACID,HYDRATING,improves,cosing_function,0.0,0
OLEANOLIC ACID,BARRIER_REPAIR,improves,cosing_function,0.0,0
NONAPEPTIDE-1,HYDRATING,improves,cosing_function,0.0,0
NONAPEPTIDE-1,BARRIER_REPAIR,improves,cosing_function,0.0,0
NEOPENTYL GLYCOL DIHEPTANOATE,HYDRATING,improves,cosing_function,0.0,0
NEOPENTYL GLYCOL DIHEPTANOATE,BARRIER_REPAIR,improves,cosing_function,0.0,0
OCTYLDODECANOL,HYDRATING,improves,cosing_function,0.0,0
OCTYLDODECANOL,BARRIER_REPAIR,improves,cosing_function,0.0,0
OCTYLDODECYL STEAROYL STEARATE,HYDRATING,improves,cosing_function,0.0,0
OCTYLDODECYL STEAROYL STEARATE,BARRIER_REPAIR,improves,cosing_function,0.0,0
NEOPENTYL GLYCOL DICAPRYLATE/DICAPRATE,HYDRATING,improves,cosing_function,0.0,0
NEOPENTYL GLYCOL DICAPRYLATE/DICAPRATE,BARRIER_REPAIR,improves,cosing_function,0.0,0
OCTYLDODECYL MYRISTATE,HYDRATING,improves,cosing_function,0.0,0
OCTYLDODECYL MYRISTATE,BARRIER_REPAIR,improves,cosing_function,0.0,0
OCTYLDODECYL NEOPENTANOATE,HYDRATING,improves,cosing_function,0.0,0
OCTYLDODECYL NEOPENTANOATE,BARRIER_REPAIR,improves,cosing_function,0.0,0
NEOPENTYL GLYCOL DICAPRATE,HYDRATING,improves,cosing_function,0.0,0
NEOPENTYL GLYCOL DICAPRATE,BARRIER_REPAIR,improves,cosing_function,0.0,0
NEOPENTYL GLYCOL DIETHYLHEXANOATE,HYDRATING,improves,cosing_function,0.0,0
NEOPENTYL GLYCOL DIETHYLHEXANOATE,BARRIER_REPAIR,improves,cosing_function,0.0,0
ZEA MAYS LEAF EXTRACT,HYDRATING,improves,cosing_function,0.0,0
ZEA MAYS LEAF EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
ZEA MAYS GERM OIL,HYDRATING,improves,cosing_function,0.0,0
ZEA MAYS GERM OIL,BARRIER_REPAIR,improves,cosing_function,0.0,0
NEORUSCOGENIN,HYDRATING,improves,cosing_function,0.0,0
NEORUSCOGENIN,BARRIER_REPAIR,improves,cosing_function,0.0,0
OAK ROOT EXTRACT,HYDRATING,improves,cosing_function,0.0,0
OAK ROOT EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
HIBISCUS ESCULENTUS FRUIT EXTRACT,HYDRATING,improves,cosing_function,0.0,0
HIBISCUS ESCULENTUS FRUIT EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
PHYLLOSTACHYS NIGRA LEAF EXTRACT,HYDRATING,improves,cosing_function,0.0,0
PHYLLOSTACHYS NIGRA LEAF EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
POTERIUM OFFICINALE ROOT EXTRACT,ANTIMICROBIAL,reduces,cosing_function,0.0,0
POTERIUM OFFICINALE ROOT EXTRACT,SEBUM_REGULATION,reduces,cosing_function,0.0,0
CUCUMIS SATIVUS JUICE,HYDRATING,improves,cosing_function,0.0,0
CUCUMIS SATIVUS JUICE,BARRIER_REPAIR,improves,cosing_function,0.0,0
EVODIA RUTAECARPA FRUIT EXTRACT,HYDRATING,improves,cosing_function,0.0,0
EVODIA RUTAECARPA FRUIT EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
RHUS SEMIALATA GALL EXTRACT,HYDRATING,improves,cosing_function,0.0,0
RHUS SEMIALATA GALL EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
ORYZANOL,HYDRATING,improves,cosing_function,0.0,0
ORYZANOL,BARRIER_REPAIR,improves,cosing_function,0.0,0
IRIS FLORENTINA FLOWER CERA,HYDRATING,improves,cosing_function,0.0,0
IRIS FLORENTINA FLOWER CERA,BARRIER_REPAIR,improves,cosing_function,0.0,0
ORNITHINE,HYDRATING,improves,cosing_function,0.0,0
ORNITHINE,BARRIER_REPAIR,improves,cosing_function,0.0,0
CITRUS AURANTIUM DULCIS FRUIT EXTRACT,HYDRATING,improves,cosing_function,0.0,0
CITRUS AURANTIUM DULCIS FRUIT EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
CITRUS AURANTIUM DULCIS JUICE,HYDRATING,improves,cosing_function,0.0,0
CITRUS AURANTIUM DULCIS JUICE,BARRIER_REPAIR,improves,cosing_function,0.0,0
CITRUS AURANTIUM DULCIS FLOWER WATER,HYDRATING,improves,cosing_function,0.0,0
CITRUS AURANTIUM DULCIS FLOWER WATER,BARRIER_REPAIR,improves,cosing_function,0.0,0
CITRUS AURANTIUM DULCIS PEEL EXTRACT,HYDRATING,improves,cosing_function,0.0,0
CITRUS AURANTIUM DULCIS PEEL EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
ENTEROMORPHA COMPRESSA EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
ENTEROMORPHA COMPRESSA EXTRACT,SOOTHING,improves,cosing_function,0.0,0
MALLOTUS JAPONICUS BARK EXTRACT,HYDRATING,improves,cosing_function,0.0,0
MALLOTUS JAPONICUS BARK EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
GANODERMA LUCIDUM EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
GANODERMA LUCIDUM EXTRACT,SOOTHING,improves,cosing_function,0.0,0
GANODERMA LUCIDUM STEM EXTRACT,HYDRATING,improves,cosing_function,0.0,0
GANODERMA LUCIDUM STEM EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
ROSA MULTIFLORA FRUIT EXTRACT,SEBUM_REGULATION,reduces,cosing_function,0.0,0
FORSYTHIA SUSPENSA FRUIT EXTRACT,ANTIOXIDANT,improves,cosing_function,0.0,0
FORSYTHIA SUSPENSA FRUIT EXTRACT,ANTI_AGING,improves,cosing_function,0.0,0
ECTOIN,HYDRATING,improves,cosing_function,0.0,0
ECTOIN,BARRIER_REPAIR,improves,cosing_function,0.0,0
ORCHID EXTRACT,HYDRATING,improves,cosing_function,0.0,0
ORCHID EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
EPIGALLOCATECHIN GALLATE,ANTIOXIDANT,improves,cosing_function,0.0,0
EPIGALLOCATECHIN GALLATE,ANTI_AGING,improves,cosing_function,0.0,0
ETHOXYDIGLYCOL,HYDRATING,improves,cosing_function,0.0,0
ETHOXYDIGLYCOL,MOISTURE_RETENTION,improves,cosing_function,0.0,0
ALCOHOL,ANTIMICROBIAL,reduces,cosing_function,0.0,0
ALCOHOL,SEBUM_REGULATION,reduces,cosing_function,0.0,0
ETHYLHEXYL HYDROXYSTEARATE,HYDRATING,improves,cosing_function,0.0,0
ETHYLHEXYL HYDROXYSTEARATE,BARRIER_REPAIR,improves,cosing_function,0.0,0
ETHYLHEXYL PELARGONATE,HYDRATING,improves,cosing_function,0.0,0
ETHYLHEXYL PELARGONATE,BARRIER_REPAIR,improves,cosing_function,0.0,0
ETHYLHEXYL PALMITATE,HYDRATING,improves,cosing_function,0.0,0
ETHYLHEXYL PALMITATE,BARRIER_REPAIR,improves,cosing_function,0.0,0
ETHYLHEXYL STEARATE,HYDRATING,improves,cosing_function,0.0,0
ETHYLHEXYL STEARATE,BARRIER_REPAIR,improves,cosing_function,0.0,0
ETHYLHEXYLGLYCERIN,HYDRATING,improves,cosing_function,0.0,0
ETHYLHEXYLGLYCERIN,BARRIER_REPAIR,improves,cosing_function,0.0,0
ETHYL OLEATE,HYDRATING,improves,cosing_function,0.0,0
ETHYL OLEATE,BARRIER_REPAIR,improves,cosing_function,0.0,0
ETHYLBISIMINOMETHYLGUAIACOL MANGANESE CHLORIDE,ANTIOXIDANT,improves,cosing_function,0.0,0
ETHYLBISIMINOMETHYLGUAIACOL MANGANESE CHLORIDE,ANTI_AGING,improves,cosing_function,0.0,0
ETHYL MENTHANE CARBOXAMIDE,SEBUM_REGULATION,reduces,cosing_function,0.0,0
ETHYL MACADAMIATE,HYDRATING,improves,cosing_function,0.0,0
ETHYL MACADAMIATE,BARRIER_REPAIR,improves,cosing_function,0.0,0
ETHYL LINOLEATE,HYDRATING,improves,cosing_function,0.0,0
ETHYL LINOLEATE,BARRIER_REPAIR,improves,cosing_function,0.0,0
ETHYLENE BRASSYLATE,SEBUM_REGULATION,reduces,cosing_function,0.0,0
GLYCOL,HYDRATING,improves,cosing_function,0.0,0
GLYCOL,MOISTURE_RETENTION,improves,cosing_function,0.0,0
NARCISSUS PSEUDONARCISSUS FLOWER EXTRACT,HYDRATING,improves,cosing_function,0.0,0
NARCISSUS PSEUDONARCISSUS FLOWER EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
ETHYL GLUCOSIDE,HYDRATING,improves,cosing_function,0.0,0
ETHYL GLUCOSIDE,MOISTURE_RETENTION,improves,cosing_function,0.0,0
ESCIN,SEBUM_REGULATION,reduces,cosing_function,0.0,0
HELICHRYSUM ARENARIUM EXTRACT,SEBUM_REGULATION,reduces,cosing_function,0.0,0
HELICHRYSUM ARENARIUM EXTRACT,HYDRATING,improves,cosing_function,0.0,0
HELICHRYSUM ARENARIUM EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
HELICHRYSUM ARENARIUM EXTRACT,SOOTHING,reduces,cosing_function,0.0,0
HELICHRYSUM ARENARIUM EXTRACT,ANTI_INFLAMMATORY,reduces,cosing_function,0.0,0
HELICHRYSUM ITALICUM FLOWER WATER,HYDRATING,improves,cosing_function,0.0,0
HELICHRYSUM ITALICUM FLOWER WATER,BARRIER_REPAIR,improves,cosing_function,0.0,0
ERYTHRITOL,HYDRATING,improves,cosing_function,0.0,0
ERYTHRITOL,MOISTURE_RETENTION,improves,cosing_function,0.0,0
ERYTHRITOL,BARRIER_REPAIR,improves,cosing_function,0.0,0
ERGOTHIONEINE,ANTIOXIDANT,improves,cosing_function,0.0,0
ERGOTHIONEINE,ANTI_AGING,improves,cosing_function,0.0,0
ERGOTHIONEINE,HYDRATING,improves,cosing_function,0.0,0
ERGOTHIONEINE,BARRIER_REPAIR,improves,cosing_function,0.0,0
GNAPHALIUM LEONTOPODIUM FLOWER EXTRACT,HYDRATING,improves,cosing_function,0.0,0
GNAPHALIUM LEONTOPODIUM FLOWER EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
ENANTIA CHLORANTHA BARK EXTRACT,HYDRATING,improves,cosing_function,0.0,0
ENANTIA CHLORANTHA BARK EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
CIRSIUM FLOWER/LEAF/STEM EXTRACT,HYDRATING,improves,cosing_function,0.0,0
CIRSIUM FLOWER/LEAF/STEM EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
SASA VEITCHII LEAF EXTRACT,HYDRATING,improves,cosing_function,0.0,0
SASA VEITCHII LEAF EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
ALLIUM CEPA BULB EXTRACT,HYDRATING,improves,cosing_function,0.0,0
ALLIUM CEPA BULB EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
RUMEX CRISPUS ROOT EXTRACT,HYDRATING,improves,cosing_function,0.0,0
RUMEX CRISPUS ROOT EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
RUMEX CRISPUS ROOT EXTRACT,SOOTHING,reduces,cosing_function,0.0,0
RUMEX CRISPUS ROOT EXTRACT,ANTI_INFLAMMATORY,reduces,cosing_function,0.0,0
BRASSICA OLERACEA CAPITATA JUICE,HYDRATING,improves,cosing_function,0.0,0
BRASSICA OLERACEA CAPITATA JUICE,BARRIER_REPAIR,improves,cosing_function,0.0,0
MENTHA SUAVEOLENS LEAF EXTRACT,SEBUM_REGULATION,reduces,cosing_function,0.0,0
MENTHA SUAVEOLENS LEAF EXTRACT,HYDRATING,improves,cosing_function,0.0,0
MENTHA SUAVEOLENS LEAF EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
C18-36 ACID TRIGLYCERIDE,HYDRATING,improves,cosing_function,0.0,0
C18-36 ACID TRIGLYCERIDE,BARRIER_REPAIR,improves,cosing_function,0.0,0
C12-18 ACID TRIGLYCERIDE,HYDRATING,improves,cosing_function,0.0,0
C12-18 ACID TRIGLYCERIDE,BARRIER_REPAIR,improves,cosing_function,0.0,0
TYPHA ANGUSTIFOLIA SPIKE EXTRACT,HYDRATING,improves,cosing_function,0.0,0
TYPHA ANGUSTIFOLIA SPIKE EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
AMMONIUM GLYCYRRHIZATE,HYDRATING,improves,cosing_function,0.0,0
AMMONIUM GLYCYRRHIZATE,BARRIER_REPAIR,improves,cosing_function,0.0,0
NIACIN,BARRIER_REPAIR,improves,cosing_function,0.0,0
ALPHA-GLUCAN OLIGOSACCHARIDE,HYDRATING,improves,cosing_function,0.0,0
ALPHA-GLUCAN OLIGOSACCHARIDE,BARRIER_REPAIR,improves,cosing_function,0.0,0
ALTEROMONAS FERMENT EXTRACT,HYDRATING,improves,cosing_function,0.0,0
ALTEROMONAS FERMENT EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
C12-15 ALKYL ETHYLHEXANOATE,HYDRATING,improves,cosing_function,0.0,0
C12-15 ALKYL ETHYLHEXANOATE,BARRIER_REPAIR,improves,cosing_function,0.0,0
C30-45 ALKYL CETEARYL DIMETHICONE CROSSPOLYMER,HYDRATING,improves,cosing_function,0.0,0
C30-45 ALKYL CETEARYL DIMETHICONE CROSSPOLYMER,BARRIER_REPAIR,improves,cosing_function,0.0,0
C12-15 ALKYL BENZOATE,ANTIMICROBIAL,reduces,cosing_function,0.0,0
C12-15 ALKYL BENZOATE,HYDRATING,improves,cosing_function,0.0,0
C12-15 ALKYL BENZOATE,BARRIER_REPAIR,improves,cosing_function,0.0,0
C30-45 ALKYL METHICONE,HYDRATING,improves,cosing_function,0.0,0
C30-45 ALKYL METHICONE,BARRIER_REPAIR,improves,cosing_function,0.0,0
C30-45 ALKYL DIMETHICONE,HYDRATING,improves,cosing_function,0.0,0
C30-45 ALKYL DIMETHICONE,BARRIER_REPAIR,improves,cosing_function,0.0,0
C12-16 ALCOHOLS,HYDRATING,improves,cosing_function,0.0,0
C12-16 ALCOHOLS,BARRIER_REPAIR,improves,cosing_function,0.0,0
ALCALIGENES POLYSACCHARIDES,HYDRATING,improves,cosing_function,0.0,0
ALCALIGENES POLYSACCHARIDES,BARRIER_REPAIR,improves,cosing_function,0.0,0
ALCALIGENES POLYSACCHARIDES,MOISTURE_RETENTION,improves,cosing_function,0.0,0
ALKANNA TINCTORIA ROOT EXTRACT,HYDRATING,improves,cosing_function,0.0,0
ALKANNA TINCTORIA ROOT EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
ARGININE FERULATE,HYDRATING,improves,cosing_function,0.0,0
ARGININE FERULATE,BARRIER_REPAIR,improves,cosing_function,0.0,0
PRUNELLA VULGARIS LEAF EXTRACT,HYDRATING,improves,cosing_function,0.0,0
PRUNELLA VULGARIS LEAF EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
ARGININE COCOATE,HYDRATING,improves,cosing_function,0.0,0
ARGININE COCOATE,BARRIER_REPAIR,improves,cosing_function,0.0,0
ARGININE HCL,HYDRATING,improves,cosing_function,0.0,0
ARGININE HCL,BARRIER_REPAIR,improves,cosing_function,0.0,0
ARGININE/LYSINE POLYPEPTIDE,HYDRATING,improves,cosing_function,0.0,0
ARGININE/LYSINE POLYPEPTIDE,BARRIER_REPAIR,improves,cosing_function,0.0,0
ARGININE,HYDRATING,improves,cosing_function,0.0,0
ARGININE,BARRIER_REPAIR,improves,cosing_function,0.0,0
ALGINIC ACID,HYDRATING,improves,cosing_function,0.0,0
ALGINIC ACID,BARRIER_REPAIR,improves,cosing_function,0.0,0
ARBUTIN,ANTIOXIDANT,improves,cosing_function,0.0,0
ARBUTIN,ANTI_AGING,improves,cosing_function,0.0,0
ARBUTIN,HYDRATING,improves,cosing_function,0.0,0
ARBUTIN,BARRIER_REPAIR,improves,cosing_function,0.0,0
ALBUMEN EXTRACT,HYDRATING,improves,cosing_function,0.0,0
ALBUMEN EXTRACT,BARRIER_REPAIR,improves,cosing_function,0.0,0
ALBUMEN EXTRACT,MOISTURE_RETENTION,improves,cosing_function,0.0,0
ALUMINUM HYDROXIDE,HYDRATING,improves,cosing_function,0.0,0
ALUMINUM HYDROXIDE,BARRIER_REPAIR,improves,cosing_function,0.0,0
ALUMINUM HYDROXIDE,MOISTURE_RETENTION,improves,cosing_function,0.0,0
ALUMINUM HYDROXIDE,SOOTHING,improves,cosing_function,0.0,0
ALUMINUM CHLOROHYDRATE,SEBUM_REGULATION,reduces,cosing_function,0.0,0
ALUMINUM SUCROSE OCTASULFATE,HYDRATING,improves,cosing_function,0.0,0
ALUMINUM SUCROSE OCTASULFATE,BARRIER_REPAIR,improves,cosing_function,0.0,0
HONEY,HYDRATING,improves,cosing_function,0.0,0
HONEY,MOISTURE_RETENTION,improves,cosing_function,0.0,0
HONEY,BARRIER_REPAIR,improves,cosing_function,0.0,0
ALOE BARBADENSIS LEAF POLYSACCHARIDES,HYDRATING,improves,cosing_function,0.0,0
ALOE BARBADENSIS LEAF POLYSACCHARIDES,BARRIER_REPAIR,improves,cosing_function,0.0,0
ALOE BARBADENSIS LEAF POLYSACCHARIDES,MOISTURE_RETENTION,improves,cosing_function,0.0,0
ALLANTOIN,HYDRATING,improves,cosing_function,0.0,0
ALLANTOIN,BARRIER_REPAIR,improves,cosing_function,0.0,0
ALLANTOIN,SOOTHING,improves,cosing_function,0.0,0
ALLANTOIN,SOOTHING,reduces,cosing_function,0.0,0
ALLANTOIN,ANTI_INFLAMMATORY,reduces,cosing_function,0.0,0
ALANINE,HYDRATING,improves,cosing_function,0.0,0
ALANINE,BARRIER_REPAIR,improves,cosing_function,0.0,0
