ingredient_id:ID(Ingredient),inci_name,kor_name,cosing_functions:string[]
SODIUM ASCORBYL PHOSPHATE,SODIUM ASCORBYL PHOSPHATE,소듐아스코빌포스페이트,ANTIOXIDANT
STEARYL ALCOHOL,STEARYL ALCOHOL,스테아릴알코올,SKIN CONDITIONING - EMOLLIENT;SURFACTANT - EMULSIFYING;EMULSION STABILISING;SURFACTANT - FOAM BOOSTING;FRAGRANCE;OPACIFYING;REFATTING;SURFACTANT - CLEANSING;VISCOSITY CONTROLLING
ALOE BARBADENSIS LEAF WATER,ALOE BARBADENSIS LEAF WATER,알로에베라추출물,FRAGRANCE
VALINE,VALINE,발린,ANTISTATIC;HAIR CONDITIONING;FRAGRANCE;SKIN CONDITIONING
ISOLEUCINE,ISOLEUCINE,아이소류신,ANTISTATIC;HAIR CONDITIONING;SKIN CONDITIONING
PHENYLALANINE,PHENYLALANINE,페닐알라닌,HAIR CONDITIONING;FRAGRANCE;SKIN CONDITIONING
C12-14 ALKETH-7,C12-14 ALKETH-7,라우레스-38,SURFACTANT - EMULSIFYING
MORINGA OLEIFERA BARK EXTRACT,MORINGA OLEIFERA BARK EXTRACT,드럼스틱껍질추출물,SKIN CONDITIONING
CAPRYLYL/CAPRYL GLUCOSIDE,CAPRYLYL/CAPRYL GLUCOSIDE,카프릴릴/카프릴글루코사이드,CLEANSING;FOAMING;SURFACTANT - CLEANSING
LACTOBACILLUS/SOYBEAN FERMENT EXTRACT,LACTOBACILLUS/SOYBEAN FERMENT EXTRACT,락토바실러스/콩발효추출물,SKIN CONDITIONING
BIFIDA FERMENT LYSATE,BIFIDA FERMENT LYSATE,비피다발효용해물,SKIN CONDITIONING
LYSINE,LYSINE,라이신,ANTISTATIC;HAIR CONDITIONING;SKIN CONDITIONING
BHT,BHT,비에이치티,ANTIOXIDANT;FRAGRANCE
C12-20 ALKYL GLUCOSIDE,C12-20 ALKYL GLUCOSIDE,C12-20알킬글루코사이드,SURFACTANT - EMULSIFYING;SURFACTANT - CLEANSING
MELALEUCA ALTERNIFOLIA LEAF OIL,MELALEUCA ALTERNIFOLIA LEAF OIL,멜라레우카 퀸퀘네르비아오일,ANTIOXIDANT;FRAGRANCE;SKIN PROTECTING;PERFUMING;SKIN CONDITIONING - MISCELLANEOUS
CERAMIDE NS,CERAMIDE NS,세라마이드엔에스,HAIR CONDITIONING;SKIN CONDITIONING - MISCELLANEOUS
HYDROXYPROPYL STARCH PHOSPHATE,HYDROXYPROPYL STARCH PHOSPHATE,하이드록시프로필스타치포스페이트,BULKING;VISCOSITY CONTROLLING
COPTIS JAPONICA ROOT EXTRACT,COPTIS JAPONICA ROOT EXTRACT,황련뿌리추출물,SKIN CONDITIONING
ECTOIN,ECTOIN,엑토인,SKIN CONDITIONING
POLYACRYLATE CROSSPOLYMER-6,POLYACRYLATE CROSSPOLYMER-6,폴리아크릴레이트크로스폴리머-6,EMULSION STABILISING;VISCOSITY CONTROLLING
METHIONINE,METHIONINE,메티오닌,ANTISTATIC;HAIR CONDITIONING;SKIN CONDITIONING
DICAPRYLYL CARBONATE,DICAPRYLYL CARBONATE,다이카프릴릴카보네이트,SKIN CONDITIONING - EMOLLIENT;SKIN CONDITIONING
LEUCINE,LEUCINE,류신,ANTISTATIC;HAIR CONDITIONING;SKIN CONDITIONING
POLYGLYCERIN-20,POLYGLYCERIN-20,폴리글리세린-20,ANTIMICROBIAL;HUMECTANT
PALMITOYL TETRAPEPTIDE-7,PALMITOYL TETRAPEPTIDE-7,팔미토일테트라펩타이드-7,SKIN CONDITIONING - MISCELLANEOUS
DIMETHICONE/VINYL DIMETHICONE CROSSPOLYMER,DIMETHICONE/VINYL DIMETHICONE CROSSPOLYMER,다이메티콘/비닐다이메티콘크로스폴리머,SKIN CONDITIONING;VISCOSITY CONTROLLING
BENZYL GLYCOL,BENZYL GLYCOL,벤질글라이콜,SOLVENT
CERAMIDE AS,CERAMIDE AS,세라마이드에이에스,HAIR CONDITIONING;SKIN CONDITIONING
CARTHAMUS TINCTORIUS LEAF EXTRACT,CARTHAMUS TINCTORIUS LEAF EXTRACT,잇꽃꽃수,ANTIOXIDANT;UV FILTER
SORBITAN SESQUIOLEATE,SORBITAN SESQUIOLEATE,솔비탄세스퀴올리에이트,SURFACTANT - EMULSIFYING
ARACHIDYL GLUCOSIDE,ARACHIDYL GLUCOSIDE,아라키딜글루코사이드,SURFACTANT - EMULSIFYING;SURFACTANT - CLEANSING
ALGAE EXTRACT,ALGAE EXTRACT,라미나리아 오크롤레우카추출물,SKIN CONDITIONING - EMOLLIENT;HUMECTANT;FRAGRANCE;ORAL CARE;SKIN CONDITIONING - MISCELLANEOUS
HYDROLYZED GLYCOSAMINOGLYCANS,HYDROLYZED GLYCOSAMINOGLYCANS,하이드롤라이즈드글라이코사미노글리칸,HAIR CONDITIONING;HUMECTANT;SKIN CONDITIONING
HEXYL CINNAMAL,HEXYL CINNAMAL,헥실신남알,PERFUMING
POLYGONUM CUSPIDATUM ROOT EXTRACT,POLYGONUM CUSPIDATUM ROOT EXTRACT,호장근뿌리추출물,ANTIOXIDANT
DIMETHICONOL,DIMETHICONOL,다이메티콘올,ANTIFOAMING;SKIN CONDITIONING - EMOLLIENT;MOISTURISING
LIMNANTHES ALBA SEED OIL,LIMNANTHES ALBA SEED OIL,메도우폼씨오일,SKIN CONDITIONING
CASTANEA CRENATA SHELL EXTRACT,CASTANEA CRENATA SHELL EXTRACT,밤껍질추출물,SKIN CONDITIONING
CYSTEINE,CYSTEINE,시스테인,ANTIOXIDANT;ANTISTATIC;HAIR CONDITIONING;HAIR WAVING OR STRAIGHTENING;FRAGRANCE;REDUCING
PENTAERYTHRITYL TETRAETHYLHEXANOATE,PENTAERYTHRITYL TETRAETHYLHEXANOATE,펜타에리스리틸테트라에틸헥사노에이트,SKIN CONDITIONING - EMOLLIENT;VISCOSITY CONTROLLING
DAUCUS CAROTA SATIVA CALLUS CULTURE EXTRACT,DAUCUS CAROTA SATIVA CALLUS CULTURE EXTRACT,더덕추출물,SKIN CONDITIONING
VINCETOXICUM ATRATUM EXTRACT,VINCETOXICUM ATRATUM EXTRACT,백미꽃추출물,SKIN CONDITIONING
CROSCARMELLOSE,CROSCARMELLOSE,크로스카멜로오스,BINDING;BULKING;GEL FORMING;VISCOSITY CONTROLLING
ARACHIDYL ALCOHOL,ARACHIDYL ALCOHOL,아라키딜알코올,SKIN CONDITIONING - EMOLLIENT;EMULSION STABILISING;VISCOSITY CONTROLLING
COCAMIDOPROPYL BETAINE,COCAMIDOPROPYL BETAINE,코카미도프로필베타인,ANTISTATIC;CLEANSING;SURFACTANT - FOAM BOOSTING;HAIR CONDITIONING;SURFACTANT - CLEANSING;VISCOSITY CONTROLLING;SKIN CONDITIONING - MISCELLANEOUS
TRIPEPTIDE-1,TRIPEPTIDE-1,트라이펩타이드-31,SKIN CONDITIONING;SKIN PROTECTING
CHLORELLA VULGARIS EXTRACT,CHLORELLA VULGARIS EXTRACT,클로렐라 불가리스추출물,SKIN CONDITIONING
TYROSINE,TYROSINE,타이로신,ANTISTATIC;HAIR CONDITIONING;FRAGRANCE;SKIN CONDITIONING
VITIS VINIFERA SEED EXTRACT,VITIS VINIFERA SEED EXTRACT,포도뿌리추출물,ANTI-SEBORRHEIC;ANTIMICROBIAL;ANTIOXIDANT;ORAL CARE;SKIN PROTECTING;UV ABSORBER
POLYGLYCERYL-4 CAPRATE,POLYGLYCERYL-4 CAPRATE,폴리글리세릴-4카프레이트,SURFACTANT - EMULSIFYING
BIOTIN,BIOTIN,바이오틴,HAIR CONDITIONING;SKIN CONDITIONING - MISCELLANEOUS
POLYQUATERNIUM-7,POLYQUATERNIUM-7,폴리쿼터늄-7,ANTISTATIC;FILM FORMING
"2,3-BUTANEDIOL","2,3-BUTANEDIOL","2,3-부탄다이올",HUMECTANT;FRAGRANCE;SKIN CONDITIONING;SOLVENT
CAMELLIA JAPONICA SEED EXTRACT,CAMELLIA JAPONICA SEED EXTRACT,동백나무추출물,SKIN CONDITIONING
ZINC PCA,ZINC PCA,징크피씨에이,HUMECTANT;SKIN CONDITIONING
TRANEXAMIC ACID,TRANEXAMIC ACID,트라넥사믹애씨드,ASTRINGENT;SKIN CONDITIONING
POLYGLYCERYL-10 MYRISTATE,POLYGLYCERYL-10 MYRISTATE,폴리글리세릴-10미리스테이트,SKIN CONDITIONING
FRUCTOSE,FRUCTOSE,프룩토오스,HUMECTANT
CAPRYLYL TRISILOXANE,CAPRYLYL TRISILOXANE,카프릴릴메티콘,SKIN CONDITIONING
MELALEUCA ALTERNIFOLIA LEAF EXTRACT,MELALEUCA ALTERNIFOLIA LEAF EXTRACT,티트리꽃/잎/줄기오일,SKIN CONDITIONING;PERFUMING
PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE,PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE,펜타에리스리틸테트라-다이-t-부틸하이드록시하이드로신나메이트,ANTIOXIDANT
SODIUM PCA,SODIUM PCA,소듐피씨에이,ANTISTATIC;HAIR CONDITIONING;HUMECTANT;SKIN CONDITIONING
ASCORBYL GLUCOSIDE,ASCORBYL GLUCOSIDE,아스코빌글루코사이드,ANTIOXIDANT
BISPHENYLHEXAMETHICONE,BISPHENYLHEXAMETHICONE,비스페닐헥사메티콘,ANTIFOAMING;SKIN CONDITIONING - EMOLLIENT;HAIR CONDITIONING;SKIN CONDITIONING
CHAMAECYPARIS OBTUSA BRANCH/LEAF EXTRACT,CHAMAECYPARIS OBTUSA BRANCH/LEAF EXTRACT,편백잎수,HUMECTANT;SKIN CONDITIONING
DIMETHYLSILANOL HYALURONATE,DIMETHYLSILANOL HYALURONATE,다이메틸실란올하이알루로네이트,HUMECTANT;MOISTURISING;SKIN CONDITIONING
LINOLEIC ACID,LINOLEIC ACID,리놀레익애씨드,ANTISTATIC;CLEANSING;SKIN CONDITIONING - EMOLLIENT;HAIR CONDITIONING;SKIN CONDITIONING;SURFACTANT - CLEANSING
METHYL GLUCETH-10,METHYL GLUCETH-10,메틸글루세스-20,SURFACTANT - EMULSIFYING;HUMECTANT;MOISTURISING
ISODODECANE,ISODODECANE,아이소도데케인,SKIN CONDITIONING - EMOLLIENT;SOLVENT;PERFUMING
AVENA SATIVA STARCH,AVENA SATIVA STARCH,타피오카전분,ABSORBENT;VISCOSITY CONTROLLING
CARICA PAPAYA FRUIT EXTRACT,CARICA PAPAYA FRUIT EXTRACT,파파야잎추출물,SKIN CONDITIONING
VITIS VINIFERA SEED OIL,VITIS VINIFERA SEED OIL,포도씨오일,SKIN CONDITIONING - EMOLLIENT;SKIN CONDITIONING
CI 40800,CI 40800,베타-카로틴,COLORANT
CELLULOSE,CELLULOSE,셀룰로오스,ABSORBENT;BULKING;OPACIFYING;VISCOSITY CONTROLLING
ACETYL GLUCOSAMINE,ACETYL GLUCOSAMINE,아세틸글루코사민,SKIN CONDITIONING
COCO-CAPRYLATE/CAPRATE,COCO-CAPRYLATE/CAPRATE,코코-카프릴레이트/카프레이트,SKIN CONDITIONING - EMOLLIENT;SKIN CONDITIONING
CYCLOHEXASILOXANE,CYCLOHEXASILOXANE,사이클로헥사실록세인,SKIN CONDITIONING - EMOLLIENT;HAIR CONDITIONING;SOLVENT
SODIUM METAPHOSPHATE,SODIUM METAPHOSPHATE,소듐메타포스페이트,BUFFERING;CHELATING;ORAL CARE
SH-OLIGOPEPTIDE-1,SH-OLIGOPEPTIDE-1,에스에이치-올리고펩타이드-1,SKIN CONDITIONING
PVM/MA COPOLYMER,PVM/MA COPOLYMER,피브이엠/엠에이코폴리머,ANTISTATIC;BINDING;EMULSION STABILISING;FILM FORMING;HAIR FIXING;VISCOSITY CONTROLLING
HYDROXYETHYL UREA,HYDROXYETHYL UREA,하이드록시에틸우레아,HAIR CONDITIONING;HUMECTANT;SKIN CONDITIONING
GLYCERYL POLYMETHACRYLATE,GLYCERYL POLYMETHACRYLATE,글리세릴폴리메타크릴레이트,VISCOSITY CONTROLLING
ROSA DAMASCENA BUD EXTRACT,ROSA DAMASCENA BUD EXTRACT,다마스크장미잎세포추출물,SKIN CONDITIONING
DIETHOXYETHYL SUCCINATE,DIETHOXYETHYL SUCCINATE,다이에톡시에틸석시네이트,SOLVENT
DICAPRYLYL ETHER,DICAPRYLYL ETHER,다이카프릴릴에터,SKIN CONDITIONING - EMOLLIENT;SKIN CONDITIONING;SOLVENT
SODIUM LAUROYL GLUTAMATE,SODIUM LAUROYL GLUTAMATE,소듐라우로일글루타메이트,ANTISTATIC;HAIR CONDITIONING;SURFACTANT - CLEANSING
SOLUBLE COLLAGEN,SOLUBLE COLLAGEN,수용성콜라겐,ANTISTATIC;FILM FORMING;HAIR CONDITIONING;HUMECTANT;SKIN CONDITIONING
ERYTHRITOL,ERYTHRITOL,에리스리톨,HUMECTANT;MOISTURISING;SKIN CONDITIONING
FERULIC ACID,FERULIC ACID,페룰릭애씨드,ANTIMICROBIAL;ANTIOXIDANT
POLYGLUTAMIC ACID,POLYGLUTAMIC ACID,폴리글루타믹애씨드,SKIN CONDITIONING
HEXAPEPTIDE-9,HEXAPEPTIDE-9,헥사펩타이드-9,SKIN CONDITIONING
POGOSTEMON CABLIN LEAF OIL,POGOSTEMON CABLIN LEAF OIL,광곽향잎오일,FRAGRANCE
CETEARYL GLUCOSIDE,CETEARYL GLUCOSIDE,세테아릴글루코사이드,SURFACTANT - EMULSIFYING;SURFACTANT - CLEANSING
ACRYLATES COPOLYMER,ACRYLATES COPOLYMER,아크릴레이트코폴리머,ANTISTATIC;BINDING;FILM FORMING
DISODIUM PHOSPHATE,DISODIUM PHOSPHATE,다이소듐포스페이트,ANTICORROSIVE;BUFFERING;FRAGRANCE
BETULA ALBA JUICE,BETULA ALBA JUICE,만주자작나무수액,ASTRINGENT;TONIC
ARGANIA SPINOSA KERNEL OIL,ARGANIA SPINOSA KERNEL OIL,아르간커넬오일,SKIN CONDITIONING - EMOLLIENT;SKIN CONDITIONING
ISOHEXADECANE,ISOHEXADECANE,아이소헥사데칸,SKIN CONDITIONING - EMOLLIENT;SOLVENT
CANDIDA BOMBICOLA/GLUCOSE/METHYL RAPESEEDATE FERMENT,CANDIDA BOMBICOLA/GLUCOSE/METHYL RAPESEEDATE FERMENT,칸디다 봄비콜라/글루코오스/메틸레이프씨데이트발효물,ANTIMICROBIAL;ANTI-SEBUM;CLEANSING;DEODORANT;SKIN PROTECTING;SURFACTANT - CLEANSING
COCOS NUCIFERA SEED BUTTER,COCOS NUCIFERA SEED BUTTER,코코넛야자씨버터,SKIN CONDITIONING
SODIUM COCOYL GLYCINATE,SODIUM COCOYL GLYCINATE,소듐코코일글라이시네이트,CLEANSING;HAIR CONDITIONING;SKIN CONDITIONING
ORYZA SATIVA BRAN,ORYZA SATIVA BRAN,흑미추출물,ABRASIVE;BULKING
ORYZA SATIVA SEED EXTRACT,ORYZA SATIVA SEED EXTRACT,쌀추출물,ANTIOXIDANT;SKIN CONDITIONING - MISCELLANEOUS
SYNTHETIC WAX,SYNTHETIC WAX,합성왁스,ABRASIVE;BINDING;EMULSION STABILISING;FRAGRANCE;VISCOSITY CONTROLLING
BISABOLOL,BISABOLOL,비사보롤,FRAGRANCE;SKIN CONDITIONING;SOOTHING
PERSEA GRATISSIMA BUTTER,PERSEA GRATISSIMA BUTTER,아보카도버터,SKIN CONDITIONING
CALENDULA OFFICINALIS FLOWER OIL,CALENDULA OFFICINALIS FLOWER OIL,포트마리골드꽃/잎/줄기즙,FRAGRANCE;SKIN CONDITIONING;PERFUMING
GLYCOLIC ACID,GLYCOLIC ACID,글라이콜릭애씨드,BUFFERING
SORBITAN OLEATE,SORBITAN OLEATE,솔비탄올리에이트,SURFACTANT - EMULSIFYING
DISODIUM COCOAMPHODIACETATE,DISODIUM COCOAMPHODIACETATE,다이소듐코코암포다이아세테이트,CLEANSING;SURFACTANT - FOAM BOOSTING;HAIR CONDITIONING;SURFACTANT - HYDROTROPE;SKIN CONDITIONING;SURFACTANT - CLEANSING
LAURYL HYDROXYSULTAINE,LAURYL HYDROXYSULTAINE,라우릴하이드록시설테인,ANTISTATIC;CLEANSING;SURFACTANT - FOAM BOOSTING;HAIR CONDITIONING;SKIN CONDITIONING;SURFACTANT - CLEANSING;VISCOSITY CONTROLLING
SORBITAN STEARATE,SORBITAN STEARATE,솔비탄스테아레이트,SURFACTANT - EMULSIFYING
COFFEA ARABICA LEAF CELL EXTRACT,COFFEA ARABICA LEAF CELL EXTRACT,커피나무잎세포추출물,ANTIOXIDANT
DIPHENYL DIMETHICONE,DIPHENYL DIMETHICONE,다이페닐다이메티콘,ANTIFOAMING;SKIN CONDITIONING - EMOLLIENT;SURFACTANT - EMULSIFYING;HAIR CONDITIONING;SKIN CONDITIONING
BRASSICA CAMPESTRIS STEROLS,BRASSICA CAMPESTRIS STEROLS,유채스테롤,SKIN CONDITIONING - EMOLLIENT;SKIN CONDITIONING
EUCALYPTUS CITRIODORA OIL,EUCALYPTUS CITRIODORA OIL,유칼립투스속오일,FRAGRANCE;TONIC
EUCALYPTUS GLOBULUS LEAF WATER,EUCALYPTUS GLOBULUS LEAF WATER,유칼립투스잎추출물,FRAGRANCE
DIOSCOREA JAPONICA ROOT EXTRACT,DIOSCOREA JAPONICA ROOT EXTRACT,참마뿌리추출물,SKIN CONDITIONING
GLYCOL DISTEARATE,GLYCOL DISTEARATE,글라이콜다이스테아레이트,SKIN CONDITIONING - EMOLLIENT;SURFACTANT - EMULSIFYING;OPACIFYING;SKIN CONDITIONING;VISCOSITY CONTROLLING
PAEONIA SUFFRUTICOSA BRANCH/FLOWER/LEAF EXTRACT,PAEONIA SUFFRUTICOSA BRANCH/FLOWER/LEAF EXTRACT,모란뿌리수,SKIN CONDITIONING
SODIUM LACTATE,SODIUM LACTATE,소듐락테이트,BUFFERING;HUMECTANT;KERATOLYTIC
CHONDRUS CRISPUS EXTRACT,CHONDRUS CRISPUS EXTRACT,아이리쉬모스추출물,SKIN CONDITIONING;VISCOSITY CONTROLLING
OLEIC ACID,OLEIC ACID,올레익애씨드,SKIN CONDITIONING - EMOLLIENT;SURFACTANT - EMULSIFYING
HALLOYSITE,HALLOYSITE,할로이사이트,ABSORBENT;ANTI-SEBUM;COLORANT;VISCOSITY CONTROLLING
ATELOCOLLAGEN,ATELOCOLLAGEN,에스알-히드라충폴리펩타이드-1,SKIN CONDITIONING
PROTEASE,PROTEASE,프로테아제,SKIN CONDITIONING
AVENA SATIVA SEED WATER,AVENA SATIVA SEED WATER,귀리꽃/잎/줄기추출물,SOLVENT
RETINOL,RETINOL,레티놀,SKIN CONDITIONING - MISCELLANEOUS
SACCHARUM OFFICINARUM JUICE EXTRACT,SACCHARUM OFFICINARUM JUICE EXTRACT,사탕수수즙추출물,DEODORANT;SKIN CONDITIONING
SODIUM PHOSPHATE,SODIUM PHOSPHATE,소듐포스페이트,ANTI-SEBORRHEIC;BUFFERING;DEODORANT
ISONONYL ISONONANOATE,ISONONYL ISONONANOATE,아이소노닐아이소노나노에이트,ANTISTATIC;SKIN CONDITIONING - EMOLLIENT;SKIN CONDITIONING
COLLAGEN EXTRACT,COLLAGEN EXTRACT,콜라겐추출물,HAIR CONDITIONING;SKIN CONDITIONING
SEA WATER,SEA WATER,해수,HUMECTANT;SOLVENT
SUCCINIC ACID,SUCCINIC ACID,석시닉애씨드,BUFFERING;FRAGRANCE
SODIUM HYALURONATE DIMETHYLSILANOL,SODIUM HYALURONATE DIMETHYLSILANOL,소듐하이알루로네이트다이메틸실란올,HUMECTANT;SKIN CONDITIONING
TETRASODIUM EDTA,TETRASODIUM EDTA,테트라소듐이디티에이,CHELATING
CARNOSINE,CARNOSINE,카르노신,SKIN CONDITIONING
CAMELLIA SINENSIS SEED OIL,CAMELLIA SINENSIS SEED OIL,녹차씨오일,HUMECTANT;SKIN CONDITIONING
CITRUS LIMON LEAF EXTRACT,CITRUS LIMON LEAF EXTRACT,레몬껍질왁스,PERFUMING
PRUNUS AMYGDALUS DULCIS OIL,PRUNUS AMYGDALUS DULCIS OIL,스위트아몬드오일,SKIN CONDITIONING
ANTHEMIS NOBILIS FLOWER/LEAF/STEM OIL,ANTHEMIS NOBILIS FLOWER/LEAF/STEM OIL,캐모마일꽃/잎/줄기오일,FRAGRANCE;SKIN CONDITIONING
PAPAIN,PAPAIN,파파인,ANTISTATIC;HAIR CONDITIONING;SKIN CONDITIONING
PEG-20 GLYCERYL TRIISOSTEARATE,PEG-20 GLYCERYL TRIISOSTEARATE,피이지-20글리세릴트라이아이소스테아레이트,SKIN CONDITIONING - EMOLLIENT;SURFACTANT - EMULSIFYING
HAMAMELIS VIRGINIANA BARK/TWIG EXTRACT,HAMAMELIS VIRGINIANA BARK/TWIG EXTRACT,버지니아풍년화잎수,ASTRINGENT;SKIN CONDITIONING
FOLIC ACID,FOLIC ACID,폴릭애씨드,SKIN CONDITIONING
CITRUS AURANTIFOLIA OIL,CITRUS AURANTIFOLIA OIL,타히티라임껍질오일,CLEANSING;HAIR CONDITIONING;FRAGRANCE;SKIN CONDITIONING;TONIC;PERFUMING
ISOPENTYLDIOL,ISOPENTYLDIOL,아이소펜틸다이올,SOLVENT
ECLIPTA PROSTRATA LEAF EXTRACT,ECLIPTA PROSTRATA LEAF EXTRACT,한련초잎추출물,SKIN CONDITIONING
NONAPEPTIDE-1,NONAPEPTIDE-1,노나펩타이드-1,HAIR CONDITIONING;SKIN CONDITIONING
LAURYL GLUCOSIDE,LAURYL GLUCOSIDE,라우릴글루코사이드,CLEANSING;SURFACTANT - CLEANSING
OCTYLDODECETH-16,OCTYLDODECETH-16,오틸도데세스,SURFACTANT - EMULSIFYING
PEG-16 HYDROGENATED CASTOR OIL,PEG-16 HYDROGENATED CASTOR OIL,피이지-45하이드로제네이티드캐스터오일,SURFACTANT - EMULSIFYING;SURFACTANT - CLEANSING
DIISOSTEARYL MALATE,DIISOSTEARYL MALATE,다이아이소스테아릴말레이트,SKIN CONDITIONING - EMOLLIENT;SKIN CONDITIONING;SURFACTANT - CLEANSING
PRUNUS MUME FRUIT EXTRACT,PRUNUS MUME FRUIT EXTRACT,매실추출물,HUMECTANT
ORIGANUM VULGARE LEAF EXTRACT,ORIGANUM VULGARE LEAF EXTRACT,오레가노꽃/잎/줄기수,SKIN CONDITIONING
CARTHAMUS TINCTORIUS SEED OIL,CARTHAMUS TINCTORIUS SEED OIL,잇꽃씨오일,FRAGRANCE;SKIN CONDITIONING
AMARANTHUS CAUDATUS EXTRACT,AMARANTHUS CAUDATUS EXTRACT,줄맨드라미추출물,SKIN CONDITIONING
POLYISOBUTENE,POLYISOBUTENE,폴리아이소부텐,BINDING;FILM FORMING;VISCOSITY CONTROLLING
SUCROSE STEARATE,SUCROSE STEARATE,수크로오스스테아레이트,SKIN CONDITIONING - EMOLLIENT;SURFACTANT - EMULSIFYING;SKIN CONDITIONING;SURFACTANT - CLEANSING
POTASSIUM CETYL PHOSPHATE,POTASSIUM CETYL PHOSPHATE,포타슘세틸포스페이트,SURFACTANT - EMULSIFYING;SURFACTANT - CLEANSING
DIOSPYROS KAKI CALYX EXTRACT,DIOSPYROS KAKI CALYX EXTRACT,감나무잎가루,ANTIOXIDANT;HUMECTANT;SKIN CONDITIONING
MELISSA OFFICINALIS LEAF EXTRACT,MELISSA OFFICINALIS LEAF EXTRACT,레몬밤잎/줄기오일,SKIN CONDITIONING
BENZYL BENZOATE,BENZYL BENZOATE,벤질벤조에이트,ANTIMICROBIAL;SOLVENT;PERFUMING
SODIUM ACRYLATE/SODIUM ACRYLOYLDIMETHYL TAURATE COPOLYMER,SODIUM ACRYLATE/SODIUM ACRYLOYLDIMETHYL TAURATE COPOLYMER,소듐아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머,ANTICAKING;EMULSION STABILISING;FILM FORMING;OPACIFYING;VISCOSITY CONTROLLING
JOJOBA ESTERS,JOJOBA ESTERS,호호바에스터,SKIN CONDITIONING - EMOLLIENT;MOISTURISING;SKIN CONDITIONING;SOOTHING
ROSE FLOWER OIL,ROSE FLOWER OIL,다마스크장미꽃오일,FRAGRANCE
LAVANDULA ANGUSTIFOLIA FLOWER EXTRACT,LAVANDULA ANGUSTIFOLIA FLOWER EXTRACT,라벤더꽃추출물,CLEANSING;DEODORANT;FRAGRANCE;REFRESHING;TONIC
MALACHITE EXTRACT,MALACHITE EXTRACT,말라카이트추출물,ANTIOXIDANT
CINNAMOMUM CASSIA BARK EXTRACT,CINNAMOMUM CASSIA BARK EXTRACT,육계잎추출물,HAIR CONDITIONING;FRAGRANCE;ORAL CARE
ALTHAEA ROSEA FLOWER EXTRACT,ALTHAEA ROSEA FLOWER EXTRACT,접시꽃추출물,SKIN CONDITIONING
ANTHEMIS NOBILIS FLOWER OIL,ANTHEMIS NOBILIS FLOWER OIL,캐모마일꽃추출물,FRAGRANCE;SKIN CONDITIONING;PERFUMING
PULLULAN,PULLULAN,풀루란,BINDING;FILM FORMING
HYDROGENATED STARCH HYDROLYSATE,HYDROGENATED STARCH HYDROLYSATE,하이드로제네이티드스타치하이드롤리세이트,HUMECTANT
LAURYL BETAINE,LAURYL BETAINE,라우릴베타인,ANTISTATIC;CLEANSING;HAIR CONDITIONING;SKIN CONDITIONING;SURFACTANT - CLEANSING
BAKUCHIOL,BAKUCHIOL,바쿠치올,ANTIMICROBIAL;ANTIOXIDANT;SKIN CONDITIONING - EMOLLIENT;SKIN CONDITIONING
BIS-PEG-18 METHYL ETHER DIMETHYL SILANE,BIS-PEG-18 METHYL ETHER DIMETHYL SILANE,비스-피이지-18메틸에터다이메틸실레인,SKIN CONDITIONING - EMOLLIENT;SURFACTANT - FOAM BOOSTING;HAIR CONDITIONING;HUMECTANT;SURFACTANT - HYDROTROPE;SKIN CONDITIONING;SURFACTANT - CLEANSING
UREA,UREA,우레아,ANTISTATIC;BUFFERING;HUMECTANT;SKIN CONDITIONING
PROPOLIS CERA,PROPOLIS CERA,프로폴리스추출물,ANTI-SEBUM;MOISTURISING;SMOOTHING
PYRIDOXINE,PYRIDOXINE,피리독신,ANTISTATIC;HAIR CONDITIONING;SKIN CONDITIONING
ARTEMISIA PRINCEPS LEAF EXTRACT,ARTEMISIA PRINCEPS LEAF EXTRACT,쑥추출물,SKIN CONDITIONING
POTASSIUM COCOATE,POTASSIUM COCOATE,포타슘코코에이트,SURFACTANT - EMULSIFYING;SURFACTANT - CLEANSING
GLYCOSYL TREHALOSE,GLYCOSYL TREHALOSE,글라이코실트레할로오스,EMULSION STABILISING;FILM FORMING
SODIUM C14-16 OLEFIN SULFONATE,SODIUM C14-16 OLEFIN SULFONATE,소듐C14-16올레핀설포네이트,CLEANSING;FOAMING;SURFACTANT - CLEANSING
ARBUTIN,ARBUTIN,알부틴,ANTIOXIDANT;BLEACHING;SKIN CONDITIONING - MISCELLANEOUS
AMMONIUM POLYACRYLOYLDIMETHYL TAURATE,AMMONIUM POLYACRYLOYLDIMETHYL TAURATE,암모늄폴리아크릴로일다이메틸타우레이트,EMULSION STABILISING;VISCOSITY CONTROLLING
ETHYLHEXYL STEARATE,ETHYLHEXYL STEARATE,에틸헥실스테아레이트,SKIN CONDITIONING - EMOLLIENT
PPG-13-DECYLTETRADECETH-24,PPG-13-DECYLTETRADECETH-24,피피지-13-데실테트라데세스-24,SURFACTANT - EMULSIFYING;SURFACTANT - CLEANSING
GLYCINE SOJA SEED EXTRACT,GLYCINE SOJA SEED EXTRACT,돌콩추출물,SKIN CONDITIONING
BENZYL SALICYLATE,BENZYL SALICYLATE,벤질살리실레이트,PERFUMING;LIGHT STABILIZER
